,134340_Pluto_by_Cojum_Dip,2025_by_Bohdi,27_Kids_by_GRMLN,50_Ways_to_Say_Goodbye_by_Train,6_Count_Swing_by_This_Way_To_The_Egress,99_Luftballons_by_Nena,Across_the_Drift_(Riftborn_Theme)_by_Arnaud_Roy,Adeline_by_Fever_Dolls,Allies_or_Enemies_by_The_Crane_Wives,All_Gone_by_Mother_Mother,All_the_King's_Men_by_The_Rigs,Always_by_Gender_Roles,Always_Right_by_Anne_Reburn,Always_Sayin'_by_The_Littlest_Man_Band,Animals_Crying_by_Statues_of_Cats,Animal_by_Sir_Chloe,An_Unhealthy_Obsession_by_The_Blake_Robinson_Synthetic_Orchestra,"Aphrodite,_Your_Electric_Sexiness_by_Human_Zoo",April_to_Death_by_Flower_Face,Arms_Tonite_by_Mother_Mother,A_Thousand_Years_by_Christina_Perri,A_Wistful_Waltz_by_Teddy_Hyde,Babylon_by_Dirt_Poor_Robins,Baby_Boy_by_Hot_Freaks,Bang!_by_AJR,Begin_Again_by_Adam_Melchor,Bernadette_by_Reina_del_Cid,Best_Tears_by_The_Happy_Fits,Better_People_to_Leave_on_Read_by_Emei,Big_Poppa_-_2005_Remaster_by_The_Notorious_B.I.G.,Big_Town_Banky_Blaine's_Rockabilly_BBQ_by_Bear_Ghost,Bird_Song_by_Florence_+_The_Machine,Blame_by_Andy_Leon,Bloodsuckers_by_Johnny_Hollow,Blue_Sky_by_Quail,Boats_&_Birds_by_Gregory_and_the_Hawk,Body_by_Mother_Mother,Breezeblocks_by_alt-J,Bummer_Days_by_Liza_Anne,Burning_Pile_by_Mother_Mother,Burn_It_Down_by_Tauese_Tofa,Bygones_by_Seeing_Double,Can't_Go_Back_by_The_Crane_Wives,Can_You_Keep_Up_by_Blue_Kid,Caroline_by_Crash_Adams,Casita_by_The_Astronomers,Cave_Song_by_Pretty_Vicious,Cellophane_by_Sara_Jackson-Holman,CEO_of_Watching_Television_by_Ellie_Dixon,Chicken_by_Your_Neighbors,City_of_Angels_by_Em_Beihold,Closer_to_You_by_Sammy_Rae_&_The_Friends,CoDA_by_Dead_Poet_Society,Coffee_Baby_by_Nataly_Dawn,Cold_Cold_Cold_by_Cage_The_Elephant,Colors_by_April_Smith_and_the_Great_Picture_Show,Combat_Baby_by_Metric,Comedy_by_Gen_Hoshino,Community_Gardens_by_The_Scary_Jokes,Conversations_by_Marney,Cooler_Than_Me_by_First_to_Eleven,Counting_Stars_by_OneRepublic,Crazy_by_Burn_The_Ballroom,Crazy_by_Gnarls_Barkley,Curses_by_The_Crane_Wives,"Danse_Macabre,_Op._40,_R.171_by_Camille_Saint-SaÃ«ns",Dead_Disco_by_Metric,Dear_God_-_Remastered_2001_by_XTC,Delirium_Tremendous_by_Felix_Hagan_&_the_Family,despair_by_leo.,Devil's_Playground_by_The_Rigs,Devils_Point_by_Wicked_Shallows,didya_think_by_Arlie,Dirty_Imbecile_by_The_Happy_Fits,Distracted_by_Emei,Dogs_by_Magic_Sugar_Coffee,Dog_Named_Dog_by_Louie_Zong,Doing_Really_Well_Thanks_by_Ellie_Bleach,Don't_Call_Me_When_You're_Lonely_by_Fox_Royale,Don't_Stop_by_Gin_Wigmore,Don't_Swerve_by_Annie_DiRusso,Down_in_Virginia_by_Grace_Victoria,Dream_of_Better_Things_by_AlicebanD,Dressed_In_Violets_by_hometown_&_young,Drugs_by_UPSAHL,Eat_You_by_Caravan_of_Thieves,Egg_by_Shoe,Eleanor_Rigby_by_Dirt_Poor_Robins,Evelyn_by_Kim_Tillman,Everyday_Is_Christmas_by_Sia,Experience_by_Ludovico_Einaudi,F.E.A.R._by_Joywave,Falling_Off_by_The_People's_Thieves,Farewell_Kabarista_by_Vagabond_Opera,Farewell_Wanderlust_by_The_Amazing_Devil,Fear_&_Delight_by_The_Correspondents,Feel_Better_by_Penelope_Scott,Femme_Fatale_by_Coyote_Kid,Ferryman_by_Shayfer_James,Fight_for_Me_by_AlicebanD,Fire_With_Fire_by_AlicebanD,Five_Minutes_by_The_Altogether,Flesh_&_Bone_by_Sammy_Rae_&_The_Friends,Follow_Me_Like_the_Moon_by_Sammy_Rae_&_The_Friends,Foothills_by_Spence_Hood,For_Elise_by_Saint_Motel,From_The_Gallows_by_I_DONT_KNOW_HOW_BUT_THEY_FOUND_ME,Funkle_Phil_by_Bear_Ghost,Game_by_Harrison_Fjord,Get_Used_to_It_by_Ricky_Montgomery,Gimme_Sympathy_by_Metric,Girls_and_Their_Bits_by_Shoe,Goat's_Milk_by_Ezra_Bell,Golden_by_Elysewood,Golden_Light_by_STRFKR,good_4_u_by_Olivia_Rodrigo,Good_Gone_Bad_by_Piper_Madison,Good_Life_by_Sammy_Rae_&_The_Friends,Great_Vacation_by_Dirt_Poor_Robins,Green_(Secret_Songbook_Sessions)_by_Ivory_Layne,Green_Grass_by_Ellie_Dixon,Grey_Morning_by_FOXTRAX,Groundhog_Day_by_Em_Beihold,Grow_Up_and_Blow_Away_by_Metric,Hayloft_by_Mother_Mother,Heart-Shaped_Hologram_by_Stephanie_Mabey,Henrietta_by_The_Fratellis,Here_is_a_Heart_by_Jenny_Owen_Youngs,Hey_Ho_by_Gin_Wigmore,Him_&_I_(with_Halsey)_by_G-Eazy,Hold_Onto_My_Fur_by_The_Kiffness,Holocaust_of_Giants_by_Rasputina,Home_by_AlicebanD,Honestly_by_Bantams,Honey_I'm_Home_by_Destroy_Boys,Hustle_Rose_by_Metric,I'll_Rust_With_You_by_Steam_Powered_Giraffe,I'm_Gonna_Win_by_Rob_Cantor,If_It_All_Goes_South_by_Sammy_Rae_&_The_Friends,Infrared_by_Em_Beihold,It's_No_Secret_by_Jukebox_The_Ghost,I_Can't_Decide_by_Scissor_Sisters,I_Do_by_Gin_Wigmore,I_Just_Wanna_Shine_by_Fitz_and_The_Tantrums
Devils_Point_by_Wicked_Shallows,0.8158133,0.8117595,0.80591357,0.8035356,0.81632876,0.8211961,0.7949598,0.81499654,0.8108028,0.813387,0.8055196,0.82202685,0.81129926,0.77699125,0.774008,0.81123096,0.8090258,0.8121909,0.82221067,0.8142361,0.81045365,0.8251625,0.824471,0.8108443,0.8079043,0.81426597,0.81262046,0.8120395,0.8046204,0.8203358,0.81958073,0.81196654,0.82515264,0.80978477,0.7700568,0.8136358,0.80552113,0.812659,0.80870146,0.82519346,0.82108957,0.8176743,0.8073734,0.8142116,0.81150806,0.8107235,0.8069661,0.8093983,0.8250002,0.81731987,0.8111656,0.82401705,0.8118143,0.8109283,0.7879795,0.80273217,0.81802493,0.8172797,0.8114584,0.8135255,0.82106555,0.81851214,0.81649333,0.8103591,0.8172125,0.80089974,0.80821437,0.8196539,0.8004164,0.80547297,0.81160253,0.99999857,0.81290567,0.8128166,0.80941105,0.8065394,0.8136729,0.8157331,0.81722695,0.80548185,0.8061112,0.80519223,0.80712026,0.8139123,0.8042455,0.821312,0.8185393,0.82262284,0.81911504,0.81049114,0.7963433,0.80911493,0.825609,0.79567194,0.76836956,0.81026244,0.816031,0.81810594,0.8088537,0.813245,0.80520606,0.8162614,0.8241916,0.82417685,0.81350917,0.8107494,0.8064724,0.8101464,0.82360756,0.817481,0.8249792,0.7982623,0.80898494,0.7761151,0.80173445,0.81495863,0.8123051,0.81970453,0.7940421,0.81727386,0.82050383,0.81703764,0.81884354,0.8182473,0.81162786,0.8136956,0.8225149,0.8290286,0.8272053,0.79435885,0.8055819,0.80661595,0.8030362,0.8103205,0.81211674,0.7638544,0.8211956,0.8092588,0.80546045,0.8164449,0.804374,0.80891216,0.8118976,0.8136475
didya_think_by_Arlie,0.8608434,0.8719312,0.863265,0.7902676,0.8620937,0.85397124,0.7937171,0.87173533,0.870249,0.8543543,0.85504985,0.83063734,0.8669557,0.7658024,0.7624376,0.8667098,0.86825776,0.87030023,0.85136783,0.86939096,0.79950935,0.8537917,0.83313245,0.8699598,0.8653356,0.85944015,0.86869717,0.86770195,0.86252564,0.83204234,0.8548046,0.86848736,0.8475736,0.86579347,0.7659404,0.87082666,0.85504943,0.85203606,0.86604667,0.8201944,0.85369724,0.8752917,0.79947954,0.8736223,0.86758405,0.86804307,0.8645683,0.8697635,0.84038174,0.8762172,0.8713812,0.84919083,0.8536708,0.87097967,0.7750181,0.86138684,0.8773348,0.8177199,0.8683228,0.87358993,0.8413003,0.8089459,0.861879,0.8688944,0.85307467,0.8081695,0.86991096,0.87047493,0.86369383,0.8550338,0.8727133,0.81290567,0.99999654,0.8295884,0.86748785,0.8638133,0.8672337,0.80023116,0.86160904,0.8550285,0.8653932,0.8640758,0.8641492,0.85895526,0.86240834,0.846846,0.86257595,0.8111038,0.84028643,0.8712268,0.78070253,0.8683188,0.82278717,0.7865942,0.76083267,0.86912584,0.8176692,0.85216886,0.8688778,0.87181807,0.86561376,0.86641103,0.8151964,0.81652856,0.87357473,0.8701907,0.8646687,0.86993265,0.819173,0.8573363,0.8694979,0.7866568,0.86745447,0.7706046,0.79387856,0.8734074,0.87294966,0.8459462,0.7845478,0.87519,0.8617387,0.8750932,0.873949,0.81070036,0.8711152,0.8742823,0.87372553,0.817404,0.82882774,0.7867549,0.85509646,0.86675906,0.8651073,0.8655351,0.8725623,0.74864036,0.83425516,0.866791,0.8550189,0.86661416,0.8619433,0.86805665,0.85018796,0.85416263
Dirty_Imbecile_by_The_Happy_Fits,0.8307049,0.8245293,0.82605475,0.7874004,0.8346163,0.84094775,0.7919879,0.82541215,0.8236278,0.83039826,0.83367294,0.8290311,0.8290963,0.7618286,0.75950426,0.82316697,0.8208556,0.8245686,0.8383435,0.82896316,0.79225856,0.8408468,0.8313852,0.8242918,0.81956184,0.8305494,0.8259765,0.82267785,0.82524014,0.8298731,0.835132,0.82490647,0.8398078,0.8230986,0.75722885,0.8261631,0.83366364,0.8318406,0.82046247,0.82068765,0.83679676,0.8321324,0.79320383,0.8264804,0.82832617,0.82152414,0.82700264,0.82155704,0.83332413,0.83120596,0.8261722,0.84120524,0.82665175,0.82401574,0.7768196,0.8143357,0.8318055,0.8069081,0.8258646,0.8269143,0.8345808,0.80767393,0.83108443,0.8230326,0.8342016,0.8010958,0.8227995,0.83400965,0.81496394,0.8336308,0.82378083,0.8128166,0.8295884,1.0000055,0.82469535,0.81898123,0.8271041,0.7996845,0.83084214,0.8336394,0.81892836,0.8172144,0.8274633,0.8309328,0.81790835,0.83850694,0.8333684,0.8121009,0.83510625,0.8244681,0.77846086,0.8203194,0.8209543,0.78326863,0.7553247,0.82200855,0.818524,0.83267987,0.8229443,0.82731533,0.8194784,0.83232486,0.81408185,0.81742096,0.8275414,0.82477576,0.8174809,0.8223706,0.81887925,0.83422744,0.83777547,0.7831477,0.8214341,0.7616893,0.7922226,0.8276243,0.8275903,0.83665687,0.7784142,0.8278586,0.8360324,0.8278465,0.8322153,0.8112559,0.8251197,0.8286563,0.83757484,0.8164587,0.82682294,0.7824299,0.83372575,0.81963813,0.81718165,0.82420915,0.8265371,0.74890554,0.8229842,0.8204737,0.8336083,0.8320663,0.8254046,0.82144755,0.83099383,0.82680094
Distracted_by_Emei,0.85400534,0.8700516,0.9108967,0.7886147,0.85431653,0.8543051,0.79617757,0.90880936,0.89223117,0.84690684,0.8994124,0.8236789,0.91250896,0.7658266,0.7610774,0.9155593,0.8867869,0.9025815,0.84559155,0.8610556,0.79875463,0.85089755,0.82733876,0.9091434,0.89933336,0.8514921,0.90422666,0.9159173,0.90876657,0.82759595,0.8474694,0.9066962,0.84580535,0.9149378,0.76767737,0.906049,0.8994249,0.8460302,0.9149607,0.81602705,0.8495487,0.8667391,0.7987093,0.891385,0.86079234,0.91532916,0.9117532,0.89198303,0.83742034,0.87408847,0.8840325,0.843063,0.84441984,0.89171124,0.7732534,0.9105237,0.87174,0.8159851,0.91047025,0.8692061,0.8362515,0.812265,0.85452557,0.8975514,0.84585965,0.82065576,0.8683202,0.8629202,0.8802645,0.8994051,0.87246776,0.80941105,0.86748785,0.82469535,1.0000141,0.9142687,0.91127527,0.8028923,0.8519381,0.8994225,0.90125287,0.91261256,0.90967685,0.8508142,0.91308117,0.8399894,0.85449916,0.8089642,0.8334302,0.8772988,0.7837315,0.8994152,0.8258353,0.7899214,0.7775379,0.87819344,0.81850815,0.84238076,0.89044803,0.8921496,0.8967171,0.86003023,0.81582284,0.8138564,0.87983435,0.8795451,0.91266835,0.8867089,0.8175397,0.84994787,0.8622159,0.7842966,0.90904695,0.77285933,0.7914789,0.88457006,0.8633002,0.8413604,0.7882203,0.87705916,0.8625805,0.89063776,0.8951011,0.80559,0.8919667,0.8783031,0.8659041,0.81160593,0.82545274,0.78670657,0.89944494,0.8971988,0.87539595,0.9161089,0.8781455,0.75422776,0.83181894,0.9163754,0.89939904,0.85945356,0.90875757,0.91045105,0.8440151,0.8461258
Dogs_by_Magic_Sugar_Coffee,0.85096097,0.86933017,0.9111042,0.7836251,0.8516931,0.8508473,0.7898064,0.907628,0.89074135,0.84480345,0.89173114,0.82009816,0.91294235,0.76363194,0.75720495,0.91745234,0.8841732,0.9015705,0.8434888,0.85888577,0.79432905,0.84897834,0.8240179,0.90733933,0.8983689,0.848969,0.9006476,0.91719866,0.908386,0.8255316,0.8447758,0.90382236,0.8422818,0.91760796,0.7629661,0.90357214,0.8917356,0.84257156,0.91607255,0.8131654,0.8460863,0.8655629,0.7951494,0.8890856,0.8567857,0.91728,0.9136761,0.8900919,0.8347119,0.8713521,0.881272,0.8393865,0.8428786,0.889446,0.7685603,0.9100183,0.8693887,0.81296295,0.9107362,0.866119,0.8329083,0.8086532,0.8510463,0.89558613,0.84402585,0.81560034,0.8667312,0.8612859,0.87952304,0.8916995,0.8713315,0.8065394,0.8638133,0.81898123,0.9142687,1.0000136,0.9087527,0.8001007,0.85091263,0.8917033,0.8996986,0.91491455,0.91036814,0.8485214,0.9137359,0.83672196,0.8513112,0.80561453,0.8319387,0.87684363,0.7796531,0.8984719,0.8227625,0.78468406,0.77507097,0.8773683,0.813214,0.8418591,0.8885921,0.88946724,0.89447904,0.8566907,0.8127842,0.81136453,0.87884957,0.87632114,0.9110506,0.8864039,0.81331563,0.8472416,0.8592889,0.781039,0.9083265,0.76735735,0.78935903,0.8817254,0.86136246,0.8402627,0.7848058,0.8748108,0.8564507,0.8879943,0.89331394,0.8033354,0.8888947,0.8760576,0.86408734,0.8093026,0.8218678,0.78404695,0.89177877,0.89549804,0.87423766,0.9180073,0.8774703,0.7500009,0.8286582,0.9169996,0.891687,0.85781735,0.9097351,0.90933263,0.8406789,0.8443881
Dog_Named_Dog_by_Louie_Zong,0.85419124,0.8726988,0.9083565,0.79249656,0.85498405,0.85577446,0.80216694,0.909556,0.8928987,0.84666824,0.90404934,0.8244006,0.9113851,0.7702245,0.7677315,0.9111057,0.88612574,0.9031896,0.8480117,0.8612456,0.8016255,0.8543472,0.8292928,0.9088802,0.9018381,0.8525915,0.9050823,0.91103333,0.9074203,0.8296963,0.84875506,0.9061416,0.8468456,0.9117607,0.77098453,0.90625155,0.90405345,0.84651005,0.90987605,0.81788564,0.8491775,0.8705082,0.8020148,0.8917516,0.86019987,0.91154206,0.9091909,0.89113986,0.8382495,0.8763842,0.88324684,0.84686816,0.8460284,0.8908353,0.7777933,0.9056494,0.872822,0.81837314,0.9111008,0.86711323,0.83685035,0.8155343,0.8562433,0.8972454,0.84771836,0.826416,0.8682359,0.8655102,0.87983906,0.9040203,0.87190557,0.8136729,0.8672337,0.8271041,0.91127527,0.9087527,1.0000128,0.80673033,0.8538747,0.9040234,0.9007049,0.90839005,0.908917,0.8519553,0.9084512,0.84114844,0.857093,0.8103901,0.8356459,0.8787117,0.7893278,0.900746,0.8276824,0.7938361,0.7822854,0.880186,0.81762,0.8471118,0.89069563,0.8919585,0.89610916,0.86184853,0.8199839,0.8153108,0.8801276,0.8793204,0.90892386,0.887862,0.8195751,0.85139,0.86427605,0.7881998,0.9085451,0.7765671,0.796347,0.88621366,0.8640612,0.84250396,0.79283947,0.8778795,0.862662,0.8893295,0.8982538,0.80824935,0.89198065,0.8766367,0.8682067,0.8144988,0.8274368,0.78817624,0.90409476,0.89551175,0.8760828,0.91196334,0.8786602,0.75873077,0.83386683,0.9104684,0.9040078,0.8612342,0.9064133,0.9087601,0.8457813,0.84814435
Doing_Really_Well_Thanks_by_Ellie_Bleach,0.8038768,0.8011989,0.80073404,0.80792105,0.8048485,0.81159776,0.80330837,0.8064161,0.8020211,0.7997055,0.8072998,0.8098076,0.80566597,0.7864681,0.7834423,0.80359215,0.79727244,0.80233306,0.8114749,0.8020414,0.81654423,0.8164175,0.81152445,0.8024455,0.79687494,0.80005324,0.802541,0.8044376,0.7999846,0.80748355,0.80712706,0.8041956,0.8137577,0.803827,0.7769189,0.8071651,0.80730104,0.7998121,0.8020908,0.814122,0.80823344,0.80496967,0.80953234,0.80335647,0.7986662,0.8030087,0.8011504,0.7981602,0.8120902,0.80608314,0.8000684,0.81387407,0.7969499,0.7992159,0.79902786,0.79383445,0.8092019,0.8089826,0.8041178,0.7998034,0.80835104,0.8109998,0.8049915,0.7994558,0.8045493,0.8035848,0.7955256,0.8068512,0.7876214,0.807251,0.7986685,0.8157331,0.80023116,0.7996845,0.8028923,0.8001007,0.80673033,0.9999917,0.8061736,0.80726236,0.79664195,0.7986568,0.8032765,0.80107015,0.79745734,0.80760163,0.80643266,0.8124687,0.8051096,0.7993359,0.80697244,0.7982322,0.81805277,0.80283755,0.7802289,0.7958032,0.8019905,0.8073595,0.7972039,0.80377036,0.79437333,0.8022893,0.8139162,0.811656,0.8014343,0.79819554,0.7978284,0.79761314,0.8099396,0.8051173,0.8141323,0.8029243,0.7999023,0.7806541,0.8032491,0.8047841,0.79862326,0.807024,0.8020092,0.80313706,0.8102093,0.80616325,0.8116036,0.80817056,0.8019765,0.8032162,0.81186205,0.8172101,0.8174747,0.80245954,0.8073625,0.7952177,0.791813,0.80362165,0.80158484,0.7731174,0.8101446,0.8021677,0.8072416,0.80404335,0.7977807,0.79975384,0.7993547,0.8012957
Don't_Call_Me_When_You're_Lonely_by_Fox_Royale,0.8644445,0.8615608,0.8460087,0.79569465,0.86496556,0.85402894,0.7979187,0.85749745,0.85878,0.857555,0.84472626,0.8332037,0.8527516,0.7713091,0.7693861,0.8526306,0.8556375,0.8556339,0.85662544,0.8628714,0.8042885,0.8608104,0.83746576,0.85431993,0.8510784,0.8592885,0.8551188,0.85336703,0.8444166,0.83536947,0.85856783,0.8567191,0.8517151,0.85394114,0.77118105,0.8580726,0.8447181,0.8541298,0.85058737,0.8251979,0.85848695,0.8648669,0.8026195,0.858236,0.86024106,0.8534863,0.84693277,0.85573334,0.84144855,0.86291474,0.85668373,0.8523755,0.85778344,0.8572321,0.77945846,0.8469912,0.86565006,0.82107836,0.8545265,0.85888064,0.84441996,0.81285167,0.8673986,0.8533829,0.8565754,0.81337637,0.8563615,0.86791736,0.8466714,0.8446894,0.8581041,0.81722695,0.86160904,0.83084214,0.8519381,0.85091263,0.8538747,0.8061736,1.0000023,0.84469855,0.85228837,0.85012835,0.8481046,0.86111593,0.8487253,0.8507281,0.8669439,0.8150623,0.8437507,0.8560171,0.79061747,0.85466814,0.8256813,0.78968036,0.76693755,0.85255337,0.82105595,0.8597392,0.8551911,0.8601513,0.8525239,0.86335725,0.82131493,0.8203047,0.85681903,0.85587317,0.85001373,0.85553133,0.82323676,0.85509604,0.86431414,0.789597,0.85152066,0.7726058,0.79836226,0.86417437,0.8594284,0.8513191,0.7877798,0.860284,0.86318177,0.8604471,0.86230505,0.8138101,0.85674626,0.86042106,0.86863333,0.820187,0.8339551,0.78856194,0.8447742,0.85079515,0.8503194,0.8518746,0.8560389,0.7553165,0.8311579,0.8513104,0.8446667,0.8646183,0.8435084,0.8529007,0.85575026,0.86137885
Don't_Stop_by_Gin_Wigmore,0.83599573,0.86444426,0.9049146,0.7971803,0.838532,0.8577663,0.8490815,0.88485616,0.87293595,0.8269708,0.9999206,0.8120124,0.9157703,0.7730534,0.7851737,0.89400834,0.8676785,0.88091487,0.8370738,0.8447086,0.8042223,0.85891706,0.8187068,0.88207865,0.8817181,0.8349819,0.8943548,0.8887795,0.91544276,0.826364,0.8352517,0.89130783,0.83930564,0.89556986,0.77871007,0.8909452,0.9999343,0.8438289,0.8898693,0.8116322,0.8394082,0.8563825,0.8001302,0.8696923,0.84385675,0.8979071,0.90289944,0.86835665,0.83921576,0.86568904,0.8658409,0.848789,0.82829595,0.86898065,0.8087035,0.87994355,0.86296093,0.8177455,0.89658284,0.84619975,0.82141954,0.8099718,0.84860146,0.8762524,0.8289139,0.8660832,0.8484905,0.84932166,0.8577157,0.9999291,0.85225284,0.80548185,0.8550285,0.8336394,0.8994225,0.8917033,0.9040234,0.80726236,0.84469855,0.9999627,0.8756447,0.89082,0.9169138,0.83483595,0.8931329,0.82670337,0.84568775,0.80078197,0.821995,0.85702246,0.80042464,0.8814627,0.8375434,0.79774934,0.7990324,0.85797817,0.81235397,0.83806074,0.86945754,0.88112915,0.87649226,0.8485587,0.8222154,0.80863416,0.8670232,0.8618286,0.8844059,0.86769205,0.80795854,0.83624166,0.8531298,0.7848724,0.8840389,0.77778965,0.79060936,0.8785623,0.84520525,0.8290542,0.7951171,0.8542739,0.8691878,0.86683285,0.89507484,0.7997408,0.8691692,0.864583,0.8567871,0.807857,0.82665557,0.79130524,0.99991417,0.8693573,0.85554636,0.89581794,0.854409,0.7692807,0.8187069,0.88812536,0.9999171,0.8491059,0.9065084,0.8828615,0.8373457,0.84058225
Don't_Swerve_by_Annie_DiRusso,0.8518806,0.8706963,0.89649415,0.7841613,0.85204095,0.85053194,0.7831977,0.90578955,0.89287937,0.8471009,0.87567395,0.8227065,0.8983539,0.76005363,0.75565636,0.9024825,0.8835398,0.9039845,0.8438575,0.860783,0.793395,0.8472873,0.82494146,0.9048675,0.9015927,0.85289896,0.9013659,0.9026549,0.89472187,0.8253925,0.8448849,0.9030853,0.8426493,0.9024815,0.76107293,0.90419376,0.87567824,0.8426637,0.901468,0.8141496,0.84600973,0.8693596,0.79494613,0.89163285,0.8605287,0.90240556,0.89834106,0.8931482,0.83247846,0.8737062,0.88513047,0.84057987,0.8465744,0.893218,0.7671073,0.8995364,0.8700522,0.8120054,0.9033519,0.86913943,0.8341495,0.8096262,0.8530484,0.8985976,0.84622324,0.8084367,0.8703552,0.8623765,0.8842685,0.8756404,0.87454855,0.8061112,0.8653932,0.81892836,0.90125287,0.8996986,0.9007049,0.79664195,0.85228837,0.8756447,1.0000122,0.90076935,0.8959014,0.8511706,0.89912134,0.83788806,0.853107,0.80503047,0.8318863,0.88029236,0.7759494,0.9013264,0.8153409,0.7832527,0.76648706,0.88237447,0.81363046,0.8424252,0.89309317,0.8932742,0.8979162,0.8594124,0.8118514,0.81068,0.88211113,0.87775266,0.9015861,0.89049566,0.8151541,0.84908086,0.8601259,0.7809881,0.9028509,0.76682544,0.78948075,0.88210124,0.86537665,0.839687,0.7821437,0.8794051,0.8574819,0.89177185,0.8932559,0.8040504,0.89203185,0.8745712,0.86549544,0.809379,0.8221346,0.7811283,0.875725,0.89945495,0.8796745,0.901172,0.8807898,0.74509645,0.8318915,0.90269214,0.8756275,0.8600298,0.8955976,0.9021706,0.8423853,0.84573805
Down_in_Virginia_by_Grace_Victoria,0.84890676,0.8711209,0.91167396,0.7857278,0.84970134,0.8490235,0.7877666,0.90791667,0.89061457,0.84189016,0.8908462,0.8189752,0.91521037,0.75940055,0.7574599,0.91627264,0.88467866,0.899555,0.8425722,0.85688543,0.79338473,0.8490489,0.82519513,0.9050107,0.8997175,0.8479645,0.90172255,0.91558236,0.909499,0.8239577,0.84174114,0.90284526,0.8416625,0.91781896,0.76422936,0.90324944,0.89085186,0.8421414,0.9151548,0.8127446,0.8460889,0.8659441,0.7945519,0.88773394,0.8557069,0.9180933,0.9137223,0.8893493,0.83517754,0.8718923,0.8796091,0.8390486,0.8423689,0.8896514,0.7652675,0.90816176,0.86843956,0.8098658,0.9093319,0.8641676,0.8322611,0.80749243,0.85129654,0.8944181,0.8429806,0.81690043,0.8659641,0.86123174,0.8777848,0.8908162,0.86966133,0.80519223,0.8640758,0.8172144,0.91261256,0.91491455,0.90839005,0.7986568,0.85012835,0.89082,0.90076935,1.0000149,0.91114545,0.8487868,0.91430074,0.834365,0.8513427,0.80397004,0.8308598,0.8759802,0.77851427,0.89801913,0.8206909,0.78357285,0.77447927,0.87729484,0.81111395,0.84488,0.88715935,0.88999826,0.89534587,0.856074,0.8154571,0.81076556,0.876423,0.8765444,0.9108983,0.8862899,0.81308633,0.8461821,0.8614279,0.78107333,0.90599895,0.76742864,0.7871385,0.88313735,0.86088604,0.8377681,0.7843567,0.8741566,0.8567302,0.88626665,0.89468336,0.8019986,0.88848877,0.8751401,0.86344635,0.8076029,0.82236207,0.78122854,0.8908955,0.8940997,0.87657964,0.91665643,0.87547326,0.74745625,0.82810897,0.916999,0.8908033,0.85675925,0.9102653,0.907037,0.8407548,0.8449905
Dream_of_Better_Things_by_AlicebanD,0.84774554,0.8689271,0.9311744,0.7887793,0.8505603,0.8543859,0.80077016,0.9037577,0.88792944,0.84136355,0.91693676,0.82099676,0.92929935,0.7670278,0.7665987,0.91430783,0.880328,0.8967104,0.84423184,0.85712886,0.79714006,0.8507972,0.8244029,0.9024631,0.8963588,0.8464146,0.8988874,0.91053766,0.932857,0.82705873,0.843079,0.89820987,0.84317863,0.91581076,0.7700082,0.9020059,0.9169338,0.8454641,0.9107051,0.8155627,0.84371036,0.864945,0.7962993,0.88484997,0.85523736,0.9145167,0.93079287,0.88505065,0.8373285,0.8739665,0.8799854,0.8425216,0.840635,0.88525444,0.7704185,0.9032122,0.8683749,0.81270224,0.9104026,0.86215943,0.83306396,0.8110352,0.8502754,0.89083785,0.84187466,0.8267912,0.8633276,0.8602427,0.8744581,0.9169062,0.8658482,0.80712026,0.8641492,0.8274633,0.90967685,0.91036814,0.908917,0.8032765,0.8481046,0.9169138,0.8959014,0.91114545,1.0000119,0.84843373,0.90988237,0.8363394,0.85145944,0.80407864,0.83077097,0.87299454,0.78224725,0.89448756,0.8277301,0.7916774,0.7827425,0.8742783,0.81146944,0.8415355,0.88553375,0.890258,0.890356,0.8551689,0.8168619,0.81269014,0.87625337,0.8757015,0.906474,0.8840323,0.8153015,0.8470408,0.85908115,0.7831213,0.9031106,0.7712382,0.7897925,0.8813475,0.8596673,0.8383814,0.78743523,0.87216127,0.8599135,0.8840642,0.8958456,0.8023264,0.8852794,0.8730858,0.8643308,0.80937934,0.8240968,0.7877641,0.9169754,0.8909577,0.87113893,0.91819996,0.8725975,0.75458765,0.8295173,0.91122454,0.9168882,0.8572854,0.9343325,0.9048036,0.8420699,0.8443405
